"","filename","Date","Time","Site","Unit ID","User ID","°F-21A104910","mmHg-21A105443","DO %-21A106679","DO mg/L-21A106679","SPC-uS/cm-21A104910","C-uS/cm-21A104910","nLFC-uS/cm-21A104910","ohm-cm-21A104910","TDS mg/L-21A104910","SAL-PSU-21A104910","Density-21A104910","Density-T-21A104910","pH-21B101988","pH mV-21B101988","Phycocyanin RFU-21B101736","Phycocyanin ug/L-21B101736","Chlorophyll RFU-21B101736","Chlorophyll ug/L-21B101736","DEP m-20M103012","Vpos m-20M103012"
"84","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:39:25,"Tank 14","1",NA,70.183,753,79.2,7.03,164.1,152.2,165.2,6570,107,0.08,-2,-2,7.52,-127.8,0.28,0.26,0.05,-0.05,-0.049,-0.046
"85","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:39:28,"Tank 14","1",NA,70.171,753.1,80.2,7.12,163.8,151.9,164.9,6582,106,0.08,-2,-2,7.5,-126.3,0.13,0.1,0.07,0.02,-0.049,-0.038
"86","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:39:31,"Tank 14","1",NA,70.158,753.1,81.1,7.2,163.8,151.9,164.9,6583,106,0.08,-2,-2,7.48,-125.5,0.14,0.11,0.09,0.08,-0.049,-0.054
"87","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:39:34,"Tank 14","1",NA,70.143,753.1,81.8,7.26,163.7,151.8,164.9,6586,106,0.08,-2,-2,7.48,-125.1,0.15,0.12,0.1,0.13,-0.05,-0.058
"88","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:39:37,"Tank 14","1",NA,70.143,753.1,82.5,7.32,159.6,147.9,160.7,6759,104,0.07,-2,-2,7.47,-124.7,0.08,0.05,0.06,-0.02,-0.049,-0.034
"89","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:39:40,"Tank 14","1",NA,70.145,753.1,83.4,7.4,159.7,148.1,160.8,6753,104,0.07,-2,-2,7.46,-124.4,0.05,0.03,0.02,-0.2,-0.049,-0.028
"90","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:42:00,"Tank 32","1",NA,69.863,753.2,72.4,6.44,152.3,140.8,153.4,7103,99,0.07,-2,-2,7.77,-141.9,0.33,0.31,0.08,0.04,-0.049,-0.052
"91","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:42:03,"Tank 32","1",NA,69.447,753.1,74.1,6.62,152.9,140.6,154.1,7110,99,0.07,-1.9,-1.9,7.74,-140.2,0.29,0.27,0.09,0.09,-0.048,-0.061
"92","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:42:06,"Tank 32","1",NA,69.303,753.2,78.6,7.04,147.9,135.8,149,7364,96,0.07,-1.9,-1.9,7.71,-138.6,0.18,0.16,0.07,0.04,-0.048,-0.047
"93","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:42:09,"Tank 32","1",NA,69.273,753.1,80.5,7.21,150.4,138,151.5,7245,98,0.07,-1.9,-1.9,7.69,-137,0.04,0.01,0.11,0.18,-0.048,-0.039
"94","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:42:12,"Tank 32","1",NA,69.229,753.2,81.4,7.3,150.2,137.8,151.4,7255,98,0.07,-1.9,-1.9,7.66,-135.8,0.04,0.02,0.11,0.18,-0.048,-0.043
"95","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:42:15,"Tank 32","1",NA,69.189,753.1,82.1,7.37,150.5,138,151.7,7246,98,0.07,-1.9,-1.9,7.65,-134.8,0.03,0.01,0.11,0.19,-0.049,-0.05
"96","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:42:18,"Tank 32","1",NA,69.175,753.1,82.8,7.43,150.4,137.9,151.6,7252,98,0.07,-1.9,-1.9,7.62,-133.2,0.07,0.04,0.11,0.17,-0.049,-0.051
"97","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:44:53,"Tank 47","1",NA,70.287,753.1,73.5,6.51,153.1,142.2,154.1,7033,100,0.07,-2,-2,7.8,-143.6,0.42,0.4,0.22,0.63,-0.049,-0.051
"98","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:44:55,"Tank 47","1",NA,69.978,753.1,75.3,6.69,153.5,142.1,154.6,7039,100,0.07,-2,-2,7.76,-141.6,0.42,0.4,0.23,0.68,-0.048,-0.034
"99","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:44:58,"Tank 47","1",NA,69.856,753.2,80.3,7.15,153.6,142,154.7,7045,100,0.07,-2,-2,7.6,-132.4,0.34,0.32,0.23,0.7,-0.049,-0.051
"100","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:45:01,"Tank 47","1",NA,69.848,753.1,81.6,7.26,153.2,141.6,154.3,7061,100,0.07,-2,-2,7.57,-130.5,0.13,0.11,0.2,0.57,-0.049,-0.04
"101","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:45:04,"Tank 47","1",NA,69.839,753.2,82.5,7.34,152.5,140.9,153.6,7096,99,0.07,-2,-2,7.56,-129.9,0.11,0.09,0.25,0.75,-0.049,-0.051
"102","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:45:07,"Tank 47","1",NA,69.827,753.2,83.2,7.41,151.8,140.3,152.9,7128,99,0.07,-2,-2,7.55,-129.3,0.12,0.09,0.21,0.6,-0.048,-0.05
"103","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:48:38,"Tank 64","1",NA,69.071,753.1,68.5,6.16,144.5,132.3,145.6,7559,94,0.07,-1.9,-1.9,7.85,-146.4,0.33,0.31,0.01,-0.25,-0.049,-0.038
"104","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:48:41,"Tank 64","1",NA,69.077,753.1,73.6,6.62,140.3,128.5,141.4,7781,91,0.07,-1.9,-1.9,7.82,-144.8,0.33,0.3,-0.01,-0.31,-0.049,-0.029
"105","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:48:44,"Tank 64","1",NA,69.051,753,75.5,6.78,139.8,128.1,141,7809,91,0.07,-1.9,-1.9,7.8,-143.6,0.2,0.18,0.06,-0.02,-0.049,-0.043
"106","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:48:47,"Tank 64","1",NA,69.035,753,76.7,6.9,80.8,74,81.5,13513,53,0.04,-1.9,-1.9,7.78,-142.5,0.07,0.04,0.09,0.11,-0.05,-0.051
"107","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:48:50,"Tank 64","1",NA,69.008,753,77.7,6.98,143.5,131.3,144.6,7615,93,0.07,-1.9,-1.9,7.77,-141.7,0.03,0.01,0.09,0.09,-0.049,-0.049
"108","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:48:53,"Tank 64","1",NA,68.974,753,78.5,7.06,144.7,132.3,145.8,7556,94,0.07,-1.9,-1.9,7.76,-141.1,0.06,0.04,0.11,0.18,-0.049,-0.037
"109","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:51:20,"Tank 46","1",NA,69.199,753,68,6.1,146.5,134.3,147.6,7444,95,0.07,-1.9,-1.9,8,-155,0.38,0.36,0.07,0,-0.05,-0.054
"110","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:51:23,"Tank 46","1",NA,69.141,753,69.7,6.25,146.7,134.5,147.9,7435,95,0.07,-1.9,-1.9,7.99,-154.3,0.33,0.31,0.05,-0.05,-0.05,-0.035
"111","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:51:26,"Tank 46","1",NA,69.053,753,75,6.74,146.8,134.4,148,7439,95,0.07,-1.9,-1.9,7.83,-145.1,0.28,0.25,0.04,-0.09,-0.05,-0.034
"112","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:51:29,"Tank 46","1",NA,69.058,753.1,76.6,6.88,86,78.7,86.7,12699,56,0.04,-1.9,-1.9,7.8,-143.5,0.14,0.11,0.03,-0.17,-0.05,-0.054
"113","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:51:32,"Tank 46","1",NA,69.007,753,77.8,6.99,128.5,117.6,129.5,8504,84,0.06,-1.9,-1.9,7.79,-142.9,0.05,0.03,0.04,-0.1,-0.05,-0.06
"114","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:51:35,"Tank 46","1",NA,68.927,753.2,78.7,7.08,127.5,116.6,128.6,8576,83,0.06,-1.9,-1.9,7.78,-142.6,0.07,0.05,0.09,0.09,-0.049,-0.038
"115","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:51:38,"Tank 46","1",NA,68.912,753.1,79.6,7.17,113.5,103.7,114.4,9640,74,0.05,-1.9,-1.9,7.78,-142.4,0.09,0.07,0.15,0.36,-0.049,-0.04
"116","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:51:41,"Tank 46","1",NA,68.881,753.1,83.7,7.54,120,109.6,120.9,9122,78,0.06,-1.9,-1.9,7.78,-142.3,0.1,0.08,0.11,0.2,-0.049,-0.049
"117","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:54:48,"Tank 48","1",NA,68.965,753.1,65.9,5.92,148.9,136.2,150.1,7342,97,0.07,-1.9,-1.9,8.05,-157.6,0.19,0.17,0.12,0.24,-0.051,-0.061
"118","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:54:51,"Tank 48","1",NA,68.905,753.1,67.8,6.1,149.5,136.6,150.7,7319,97,0.07,-1.8,-1.8,8.03,-156.7,0.23,0.21,0.17,0.45,-0.05,-0.061
"119","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:54:54,"Tank 48","1",NA,68.826,753,73.3,6.6,149.7,136.7,150.9,7316,97,0.07,-1.8,-1.8,7.84,-145.8,0.26,0.23,0.14,0.31,-0.049,-0.039
"120","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:54:57,"Tank 48","1",NA,68.784,752.9,75.7,6.82,149.8,136.7,151,7315,97,0.07,-1.8,-1.8,7.83,-145.2,0.18,0.16,0.13,0.25,-0.05,-0.039
"121","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:55:00,"Tank 48","1",NA,68.752,753,77,6.94,149.8,136.7,151.1,7314,97,0.07,-1.8,-1.8,7.82,-144.7,0,-0.03,0.09,0.09,-0.05,-0.048
"122","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:55:03,"Tank 48","1",NA,68.699,753,78,7.04,149.9,136.7,151.1,7318,97,0.07,-1.8,-1.8,7.81,-144.2,-0.03,-0.05,0.02,-0.19,-0.05,-0.062
"123","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:57:19,"Tank 16","1",NA,69.229,753.1,67.6,6.06,77.4,71,78,14085,50,0.04,-1.9,-1.9,7.96,-152.6,0.3,0.28,0.03,-0.15,-0.05,-0.041
"124","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:57:22,"Tank 16","1",NA,69.188,753.1,69.6,6.24,84.2,77.2,84.8,12953,55,0.04,-1.9,-1.9,7.94,-151.6,0.25,0.23,-0.02,-0.35,-0.05,-0.054
"125","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:57:25,"Tank 16","1",NA,69.155,752.9,74.5,6.69,81.5,74.7,82.1,13392,53,0.04,-1.9,-1.9,7.77,-142,0.31,0.29,0.06,-0.01,-0.05,-0.038
"126","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:57:28,"Tank 16","1",NA,69.121,753.1,76.6,6.87,144.4,132.3,145.5,7557,94,0.07,-1.9,-1.9,7.76,-141.3,0.12,0.1,0.1,0.14,-0.05,-0.048
"127","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:57:31,"Tank 16","1",NA,69.061,753,77.8,6.99,141.6,129.7,142.7,7711,92,0.07,-1.9,-1.9,7.75,-140.9,0.06,0.03,0.08,0.07,-0.05,-0.053
"128","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:57:34,"Tank 16","1",NA,69.02,753,78.8,7.08,143.8,131.6,144.9,7600,93,0.07,-1.9,-1.9,7.75,-140.6,0.08,0.05,0.07,0.02,-0.05,-0.057
"129","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:59:41,"Tank 13","1",NA,69.579,752.9,65.9,5.89,145.3,133.8,146.4,7472,94,0.07,-1.9,-1.9,7.92,-150.6,0.22,0.2,0.06,-0.04,-0.05,-0.039
"130","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:59:44,"Tank 13","1",NA,69.551,753,67.9,6.07,145.6,134.1,146.7,7458,95,0.07,-1.9,-1.9,7.91,-149.8,0.26,0.24,0.06,-0.01,-0.05,-0.055
"131","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:59:47,"Tank 13","1",NA,69.449,752.9,72.9,6.52,95.2,87.6,95.9,11418,62,0.04,-1.9,-1.9,7.75,-140.9,0.28,0.26,0.03,-0.15,-0.05,-0.063
"132","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:59:50,"Tank 13","1",NA,69.399,753,75.7,6.78,145.2,133.5,146.3,7492,94,0.07,-1.9,-1.9,7.73,-139.7,0.21,0.19,0.07,0.04,-0.049,-0.034
"133","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:59:53,"Tank 13","1",NA,69.328,753,77,6.9,145.3,133.5,146.4,7493,94,0.07,-1.9,-1.9,7.73,-139.3,0.04,0.02,0.05,-0.07,-0.049,-0.03
"134","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:59:56,"Tank 13","1",NA,69.248,753,78.1,7,145.4,133.4,146.5,7494,95,0.07,-1.9,-1.9,7.72,-138.9,0.06,0.03,0.01,-0.24,-0.049,-0.049
"135","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",11:59:59,"Tank 13","1",NA,69.229,752.9,79.1,7.09,145.3,133.3,146.4,7502,94,0.07,-1.9,-1.9,7.71,-138.7,0.08,0.06,0.08,0.06,-0.049,-0.063
"136","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",12:02:15,"Tank 15","1",NA,69.355,753,59.4,5.32,144.6,132.8,145.7,7527,94,0.07,-1.9,-1.9,7.93,-150.9,0.31,0.28,0.07,0,-0.05,-0.063
"137","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",12:02:18,"Tank 15","1",NA,69.405,753,66.5,5.95,77.1,70.9,77.7,14109,50,0.04,-1.9,-1.9,7.92,-150.3,0.26,0.24,0.01,-0.24,-0.05,-0.051
"138","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",12:02:21,"Tank 15","1",NA,69.347,753,68.7,6.15,72.4,66.5,72.9,15042,47,0.03,-1.9,-1.9,7.75,-140.5,0.27,0.25,-0.05,-0.47,-0.05,-0.05
"139","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",12:02:24,"Tank 15","1",NA,69.328,752.9,70.5,6.31,6.3,5.8,6.4,171551,4,0,-1.9,-1.9,7.73,-139.6,0.24,0.22,0,-0.25,-0.05,-0.058
"140","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",12:02:27,"Tank 15","1",NA,69.32,752.9,76,6.81,9.3,8.5,9.3,117546,6,0,-1.9,-1.9,7.72,-139.1,0.09,0.07,0.02,-0.19,-0.051,-0.065
"141","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",12:02:30,"Tank 15","1",NA,69.293,753,76.8,6.89,1.3,1.2,1.3,814697,1,0,NA,NA,7.71,-138.6,0.01,-0.02,0.08,0.06,-0.051,-0.046
"142","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",12:02:33,"Tank 15","1",NA,69.288,753,77.8,6.97,1.6,1.4,1.6,699574,1,0,NA,NA,7.71,-138.3,0.01,-0.01,0.11,0.19,-0.051,-0.054
"143","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",12:04:37,"Tank 30","1",NA,69.611,753,67.2,6.01,145.3,133.9,146.4,7469,94,0.07,-1.9,-1.9,7.9,-149.3,0.3,0.28,0.12,0.23,-0.05,-0.041
"144","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",12:04:40,"Tank 30","1",NA,69.588,753,69.2,6.18,145.3,133.9,146.4,7467,94,0.07,-1.9,-1.9,7.88,-148.3,0.25,0.23,0.13,0.27,-0.05,-0.064
"145","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",12:04:43,"Tank 30","1",NA,69.542,752.9,73.9,6.6,145.4,133.9,146.5,7466,95,0.07,-1.9,-1.9,7.73,-139.3,0.25,0.23,0.09,0.1,-0.05,-0.052
"146","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",12:04:46,"Tank 30","1",NA,69.504,752.9,76.5,6.84,145.5,134,146.6,7465,95,0.07,-1.9,-1.9,7.71,-138.5,0.13,0.1,0.07,0.04,-0.05,-0.052
"147","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",12:04:49,"Tank 30","1",NA,69.444,752.9,77.7,6.95,145.6,134,146.7,7465,95,0.07,-1.9,-1.9,7.7,-138.1,0.04,0.01,0.06,-0.01,-0.05,-0.052
"148","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",12:04:52,"Tank 30","1",NA,69.39,752.9,78.7,7.04,145.7,133.9,146.8,7467,95,0.07,-1.9,-1.9,7.7,-137.7,0.03,0.01,0.07,0.03,-0.05,-0.038
"149","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",00:04:55,"Tank 30","1",NA,69.368,752.9,79.6,7.13,145.7,133.9,146.8,7468,95,0.07,-1.9,-1.9,7.69,-137.4,0.06,0.04,0.08,0.07,-0.05,-0.053
"150","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",12:07:10,"Tank 61","1",NA,70.165,753.1,71.8,6.37,146.9,136.2,147.9,7341,95,0.07,-2,-2,7.89,-148.6,0.45,0.43,0.06,-0.04,-0.051,-0.062
"151","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",00:07:13,"Tank 61","1",NA,70.156,753,73.4,6.52,143.8,133.3,144.8,7501,93,0.07,-2,-2,7.69,-137.6,0.47,0.45,0.06,-0.03,-0.051,-0.059
"152","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",12:07:16,"Tank 61","1",NA,70.119,753.1,78.5,6.97,144.6,134.1,145.6,7459,94,0.07,-2,-2,7.67,-136,0.42,0.4,0.09,0.1,-0.049,-0.038
"153","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",12:07:19,"Tank 61","1",NA,70.105,752.9,79.9,7.1,145.2,134.5,146.2,7433,94,0.07,-2,-2,7.65,-135.2,0.25,0.23,0.11,0.17,-0.05,-0.04
"154","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",12:07:22,"Tank 61","1",NA,70.088,752.9,80.9,7.18,145.3,134.7,146.4,7425,94,0.07,-2,-2,7.64,-134.7,0.11,0.09,0.09,0.12,-0.05,-0.055
"155","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",12:07:25,"Tank 61","1",NA,70.065,753,81.7,7.26,146.3,135.5,147.3,7381,95,0.07,-2,-2,7.64,-134.4,0.08,0.06,0.12,0.22,-0.05,-0.058
"156","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",12:07:28,"Tank 61","1",NA,70.065,753,82.3,7.31,146.5,135.7,147.5,7367,95,0.07,-2,-2,7.63,-134,0.12,0.09,0.09,0.1,-0.049,-0.049
"157","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",12:10:37,"Tank 41","1",NA,76.621,753,82.5,6.84,149.3,148.7,149.4,6725,97,0.07,-2.8,-2.8,7.5,-126.8,0.24,0.22,0.25,0.78,-0.05,-0.052
"158","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",12:10:40,"Tank 41","1",NA,76.622,752.9,83.3,6.91,131.2,130.7,131.2,7653,85,0.06,-2.9,-2.9,7.48,-125.7,0.09,0.07,0.26,0.79,-0.05,-0.044
"159","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",12:10:43,"Tank 41","1",NA,76.671,752.9,84.1,6.97,79.1,78.8,79.1,12687,51,0.04,-2.9,-2.9,7.46,-124.5,0.11,0.08,0.24,0.74,-0.05,-0.054
"160","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",12:10:46,"Tank 41","1",NA,76.715,753,88.2,7.31,74.8,74.6,74.8,13410,49,0.03,-2.9,-2.9,7.44,-123.4,0.08,0.06,0.24,0.71,-0.05,-0.048
"161","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",12:10:49,"Tank 41","1",NA,76.748,752.9,88.9,7.36,75.7,75.5,75.8,13237,49,0.03,-2.9,-2.9,7.43,-122.5,0.11,0.08,0.22,0.63,-0.05,-0.053
"162","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",12:10:52,"Tank 41","1",NA,76.781,752.9,89.4,7.4,149.6,149.2,149.6,6701,97,0.07,-2.9,-2.9,7.4,-120.8,0.05,0.03,0.25,0.76,-0.05,-0.048
"163","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",00:13:19,"Tank 07","1",NA,73.94,752.9,72.1,6.15,149.4,144.5,149.9,6919,97,0.07,-2.5,-2.5,7.78,-142.9,0.17,0.15,0.13,0.27,-0.051,-0.055
"164","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",12:13:22,"Tank 07","1",NA,74.359,752.9,74.3,6.31,144.4,140.3,144.8,7126,94,0.07,-2.5,-2.5,7.74,-140.5,0.19,0.16,0.11,0.19,-0.051,-0.043
"165","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",00:13:25,"Tank 07","1",NA,74.809,753,76.1,6.43,141.6,138.3,142,7230,92,0.07,-2.6,-2.6,7.71,-138.7,0.26,0.24,0.08,0.06,-0.05,-0.049
"166","/Users/dcsuh/Documents/GitHub/tanks/data/raw_data/ysi_data/Kor Measurement File Export - 070722 101239.csv","6/27/2022",12:13:28,"Tank 07","1",NA,74.842,752.9,81.5,6.88,134.5,131.5,134.9,7606,87,0.06,-2.6,-2.6,7.69,-137.5,0.21,0.19,0.1,0.14,-0.05,-0.056
